step,episode,reward,model_loss,actor_loss,critic_loss
500,1,-63.709677419355444,9.805617361068725,-0.009828537246212363,0.8819477236270905
1000,2,-84.12698412698359,6.867267479896546,5.486062667518854,1.8644938910007476
1500,3,-71.22302158273396,5.446355285644532,16.778728981018066,1.8493071913719177
