step,episode,reward,model_loss,actor_loss,critic_loss
500,1,-30.693069306931385,9.300618391036988,3.79335212290287,2.334541863203049
1000,2,-55.465587044535226,6.016111741065979,8.15682819366455,3.3255250680446626
1500,3,-79.79797979797931,5.8090453577041625,9.279511914253234,1.8140437376499177
2000,4,-75.52447552447543,5.502096657752991,-4.264232252836227,4.951258361339569
